shipping_id,order_id,shipping_date,delivery_date,carrier,tracking_number,status
444,444,2024-05-29,2024-06-06,DHL,TRK07747717,delivered
445,445,2024-06-24,2024-06-28,UPS,TRK59011913,delivered
446,446,2024-05-08,2024-05-17,DHL,TRK58788866,delivered
447,447,2023-10-25,,FedEx,TRK78767232,pending
448,448,2024-08-10,2024-08-15,USPS,TRK33938784,shipped
449,449,2024-11-22,2024-12-06,USPS,TRK00306776,shipped
450,450,2024-06-04,2024-06-14,Aramex,TRK14030572,delivered
451,451,2023-11-04,2023-11-11,USPS,TRK59625079,delivered
452,452,2024-02-02,,UPS,TRK13944431,shipped
453,453,2024-04-20,,UPS,TRK14826513,delivered
454,454,2024-05-28,2024-05-29,Aramex,TRK42791052,delivered
455,455,,,FedEx,TRK90911419,delivered
456,456,2024-08-30,2024-09-07,FedEx,TRK67983744,delivered
457,457,2024-01-06,2024-01-13,DHL,TRK14322821,delivered
458,458,2025-07-20,2025-07-26,DHL,TRK49579193,delivered
459,459,2024-09-13,2024-09-23,UPS,TRK20806595,shipped
460,460,2023-12-02,2023-12-09,DHL,TRK64553115,delivered
461,461,2024-11-06,2024-11-08,UPS,TRK46556662,delivered
462,462,2025-06-02,2025-06-03,DHL,TRK29007779,delivered
463,463,,,USPS,TRK63967163,shipped
464,464,2024-12-05,2024-12-15,UPS,TRK86546137,delivered
465,465,2023-12-20,2023-12-27,Aramex,TRK31970452,shipped
466,466,2024-07-21,2024-08-02,USPS,TRK49669574,delivered
467,467,,,Aramex,TRK85499571,delivered
468,468,2025-03-22,2025-04-04,FedEx,TRK05370767,delivered
469,469,2023-10-18,2023-10-19,Aramex,TRK32748263,delivered
470,470,2024-04-25,2024-05-06,UPS,TRK87729154,shipped
471,471,2024-10-22,,UPS,TRK05774111,delivered
472,472,2025-08-25,2025-09-02,UPS,TRK50529868,shipped
473,473,2025-05-06,2025-05-12,DHL,TRK20710310,delivered
474,474,2024-03-11,2024-03-19,UPS,TRK91605059,delivered
475,475,2024-04-29,2024-05-11,Aramex,TRK34168163,delivered
476,476,2023-11-16,2023-11-26,FedEx,TRK74213021,delivered
477,477,,,UPS,TRK62537032,delivered
478,478,2024-09-16,2024-09-26,FedEx,TRK64039448,delivered
479,479,2023-10-19,2023-10-27,UPS,TRK14668651,delivered
480,480,2024-12-12,2024-12-26,USPS,TRK27528880,delivered
481,481,2025-01-22,2025-02-03,Aramex,TRK46628418,delivered
482,482,2024-10-28,2024-11-02,USPS,TRK02781048,delivered
483,483,2024-06-08,2024-06-22,UPS,TRK48892129,delivered
484,484,2024-01-13,2024-01-20,DHL,TRK93543881,shipped
485,485,2025-08-31,2025-09-07,Aramex,TRK28193343,delivered
486,486,2024-03-26,2024-04-05,FedEx,TRK44566662,delivered
487,487,2025-03-01,2025-03-05,FedEx,TRK13528684,delivered
488,488,2025-02-05,2025-02-13,USPS,TRK45342193,delivered
489,489,2024-12-24,,UPS,TRK70498232,delivered
490,490,2023-11-14,2023-11-18,USPS,TRK79973176,delivered
491,491,2025-05-09,2025-05-16,Aramex,TRK47434714,shipped
492,492,2024-06-26,2024-07-06,FedEx,TRK12567684,delivered
493,493,2025-01-26,2025-01-31,FedEx,TRK46383635,delivered
494,494,2024-09-20,2024-09-25,DHL,TRK68577217,delivered
495,495,2024-04-20,2024-04-26,USPS,TRK67865770,delivered
496,496,2024-03-05,2024-03-10,UPS,TRK32898725,delivered
497,497,2024-01-23,2024-02-06,UPS,TRK79194749,delivered
498,498,2023-12-07,,DHL,TRK47850156,delivered
499,499,2024-08-26,2024-09-09,UPS,TRK12631520,shipped
500,500,2024-06-01,2024-06-04,UPS,TRK89585717,delivered
501,501,,,DHL,TRK77488528,delivered
502,502,2025-02-06,2025-02-12,FedEx,TRK68366784,delivered
503,503,2023-10-03,2023-10-07,FedEx,TRK55103468,delivered
504,504,2024-11-20,2024-11-26,USPS,TRK56651074,delivered
505,505,2024-08-04,2024-08-11,USPS,TRK18511478,delivered
506,506,2024-11-03,2024-11-08,DHL,TRK02693606,cancelled
507,507,2025-06-19,2025-06-20,FedEx,TRK20162079,delivered
508,508,2023-11-16,2023-11-29,UPS,TRK68351148,shipped
509,509,2024-01-22,2024-02-03,DHL,TRK82246294,delivered
510,510,2024-03-21,2024-03-26,USPS,TRK67081672,delivered
511,511,2025-08-11,2025-08-24,DHL,TRK10487741,delivered
512,512,2024-05-14,2024-05-20,Aramex,TRK85400713,delivered
513,513,2025-01-08,2025-01-13,USPS,TRK91001580,delivered
514,514,,,FedEx,TRK56550552,shipped
515,515,2023-12-30,2024-01-07,UPS,TRK15028709,delivered
516,516,2023-12-25,2024-01-01,Aramex,TRK84445280,delivered
517,517,,,DHL,TRK43589967,delivered
518,518,2024-07-15,2024-07-27,UPS,TRK53859253,delivered
519,519,2024-06-23,2024-07-05,Aramex,TRK70395738,delivered
520,520,,,Aramex,TRK24241539,delivered
521,521,2024-08-08,2024-08-10,UPS,TRK34890984,shipped
522,522,2024-04-10,2024-04-11,USPS,TRK12142308,shipped
523,523,2025-03-14,2025-03-24,FedEx,TRK70368038,shipped
524,524,2024-02-26,2024-03-07,DHL,TRK78416321,shipped
525,525,2025-08-19,,DHL,TRK30216577,delivered
526,526,2023-09-26,2023-09-28,USPS,TRK16581960,delivered
527,527,2025-09-04,2025-09-13,USPS,TRK93881520,delivered
528,528,2024-08-27,2024-09-01,FedEx,TRK42034223,delivered
529,529,2024-01-04,,Aramex,TRK94482774,shipped
530,530,2024-09-11,,FedEx,TRK14821348,delivered
531,531,2025-05-13,2025-05-19,DHL,TRK92440648,delivered
532,532,2025-06-08,2025-06-16,Aramex,TRK80681311,shipped
533,533,2024-04-27,2024-05-05,Aramex,TRK16621054,pending
534,534,2023-11-11,2023-11-20,FedEx,TRK17986616,delivered
535,535,2025-09-14,,USPS,TRK29174748,shipped
536,536,2024-05-13,2024-05-23,USPS,TRK67310638,shipped
537,537,2024-11-10,2024-11-24,FedEx,TRK58839703,delivered
538,538,2024-07-31,2024-08-10,UPS,TRK13654211,cancelled
539,539,2024-02-27,2024-03-11,FedEx,TRK67206303,delivered
540,540,2023-11-13,2023-11-18,UPS,TRK50953020,delivered
541,541,2024-09-21,2024-09-27,DHL,TRK35665563,cancelled
542,542,2025-09-11,,FedEx,TRK24560285,delivered
543,543,,,Aramex,TRK13572536,delivered
544,544,2024-06-13,2024-06-19,FedEx,TRK00193413,delivered
545,545,2025-03-28,2025-03-29,UPS,TRK98615065,delivered
546,546,2025-08-13,2025-08-14,UPS,TRK56608151,delivered
547,547,2024-10-30,2024-11-07,DHL,TRK74333841,delivered
548,548,2025-08-31,2025-09-04,DHL,TRK11631019,delivered
549,549,2024-01-17,,UPS,TRK89394039,delivered
550,550,2023-10-05,,FedEx,TRK03118757,shipped
551,551,2024-07-27,2024-07-29,UPS,TRK14765734,delivered
552,552,,,Aramex,TRK77391699,delivered
553,553,2025-02-28,2025-03-05,FedEx,TRK13274715,delivered
554,554,2025-05-03,2025-05-14,USPS,TRK68849101,delivered
555,555,2023-10-21,2023-10-23,FedEx,TRK69247901,delivered
556,556,2024-01-15,2024-01-17,USPS,TRK87093079,shipped
557,557,2025-09-13,2025-09-19,UPS,TRK39266742,delivered
558,558,2025-02-14,2025-02-22,FedEx,TRK08056744,delivered
559,559,2025-07-16,2025-07-21,FedEx,TRK63347254,delivered
560,560,2024-12-09,,DHL,TRK58153461,shipped
561,561,2024-11-27,2024-12-09,Aramex,TRK41684218,delivered
562,562,2024-02-11,2024-02-20,FedEx,TRK89522982,delivered
563,563,2023-12-10,2023-12-18,UPS,TRK59587404,delivered
564,564,2024-05-18,,UPS,TRK05803946,delivered
565,565,2025-04-21,2025-04-26,DHL,TRK64557495,delivered
566,566,2024-11-09,2024-11-13,FedEx,TRK03817997,delivered
567,567,2024-07-04,,DHL,TRK30504131,delivered
568,568,2024-04-15,2024-04-18,FedEx,TRK24629988,pending
569,569,2025-03-02,2025-03-15,DHL,TRK00478974,shipped
570,570,2025-08-25,2025-09-08,UPS,TRK96771959,delivered
571,571,2023-11-04,2023-11-07,USPS,TRK77936637,delivered
572,572,,,FedEx,TRK41066578,shipped
573,573,2025-05-30,2025-06-06,UPS,TRK67330101,delivered
574,574,2023-10-19,2023-10-20,DHL,TRK59403257,delivered
575,575,2024-02-01,2024-02-13,FedEx,TRK67954475,delivered
576,576,2025-01-09,2025-01-15,USPS,TRK25483403,delivered
577,577,2023-12-12,,UPS,TRK01934219,delivered
578,578,2025-05-28,2025-06-11,Aramex,TRK75350183,delivered
579,579,2024-10-09,2024-10-13,DHL,TRK82738843,delivered
580,580,2025-04-08,2025-04-16,UPS,TRK23315834,delivered
581,581,2025-07-17,2025-07-23,DHL,TRK70161105,delivered
582,582,2023-10-05,2023-10-08,UPS,TRK35248200,delivered
583,583,2024-05-11,2024-05-14,Aramex,TRK24194308,pending
584,584,2025-02-27,,DHL,TRK63610238,delivered
585,585,2025-05-23,2025-05-31,Aramex,TRK11488899,delivered
586,586,2024-12-06,2024-12-12,UPS,TRK32497573,shipped
587,587,2025-03-09,2025-03-10,Aramex,TRK96228952,pending
588,588,2024-09-19,2024-09-25,FedEx,TRK09081832,shipped
589,589,2025-04-14,,UPS,TRK53563382,delivered
590,590,2025-06-23,2025-07-05,UPS,TRK17026663,delivered
591,591,2025-06-25,2025-06-30,UPS,TRK90084101,delivered
592,592,,,Aramex,TRK29126412,shipped
593,593,2025-02-27,2025-03-06,FedEx,TRK28841089,delivered
594,594,2025-08-24,,Aramex,TRK18043027,shipped
595,595,2025-05-21,2025-06-01,FedEx,TRK44966576,delivered
596,596,2024-10-25,,FedEx,TRK95597641,delivered
597,597,2024-06-12,2024-06-23,UPS,TRK17003937,delivered
598,598,2023-10-18,,DHL,TRK95191456,delivered
599,599,2025-03-08,2025-03-21,UPS,TRK68678456,delivered
600,600,2025-06-16,2025-06-22,USPS,TRK88410211,delivered
601,601,2023-10-24,,UPS,TRK77556456,delivered
602,602,,,Aramex,TRK43037858,pending
603,603,,,USPS,TRK88703763,shipped
604,604,2024-03-01,2024-03-15,UPS,TRK99948069,delivered
605,605,2023-10-22,2023-11-04,Aramex,TRK49845780,delivered
606,606,2025-01-28,2025-01-31,Aramex,TRK28792052,delivered
607,607,2024-10-22,2024-11-01,USPS,TRK04865315,delivered
608,608,2025-04-15,2025-04-17,UPS,TRK79715776,delivered
609,609,2024-07-10,,Aramex,TRK19356636,delivered
610,610,2025-07-06,2025-07-08,USPS,TRK41471842,delivered
611,611,,,Aramex,TRK48284554,shipped
612,612,2024-11-14,2024-11-16,FedEx,TRK63621737,delivered
613,613,2024-06-15,2024-06-24,DHL,TRK98235509,delivered
614,614,2024-06-04,2024-06-06,DHL,TRK99136940,delivered
615,615,2025-02-25,,FedEx,TRK22493943,delivered
616,616,2025-07-17,2025-07-28,DHL,TRK70408679,delivered
617,617,2025-01-08,2025-01-14,Aramex,TRK27020070,pending
618,618,2025-02-06,2025-02-13,DHL,TRK13538362,delivered
619,619,2024-03-10,2024-03-23,UPS,TRK17211678,delivered
620,620,2025-03-11,,FedEx,TRK30063557,delivered
621,621,2024-10-18,2024-10-24,DHL,TRK17632630,delivered
622,622,2024-06-17,2024-06-29,FedEx,TRK53572447,shipped
623,623,,,FedEx,TRK67656978,delivered
624,624,2025-01-05,2025-01-13,Aramex,TRK16697609,delivered
625,625,2024-01-15,2024-01-16,Aramex,TRK59121359,shipped
626,626,2023-11-23,2023-12-07,FedEx,TRK06377099,delivered
627,627,2025-05-24,2025-06-07,FedEx,TRK54187520,cancelled
628,628,2024-05-04,,USPS,TRK98441856,delivered
629,629,2025-03-17,2025-03-22,Aramex,TRK26663797,delivered
630,630,,,DHL,TRK80004845,delivered
631,631,2024-06-15,2024-06-26,UPS,TRK47637900,delivered
632,632,2024-07-07,2024-07-21,USPS,TRK19150713,shipped
633,633,2025-02-10,,Aramex,TRK04416042,delivered
634,634,2024-12-17,2024-12-28,FedEx,TRK25546465,delivered
635,635,2024-12-17,2024-12-21,DHL,TRK68065399,delivered
636,636,2025-06-11,,DHL,TRK45317716,delivered
637,637,2025-02-19,2025-02-26,UPS,TRK35686515,shipped
638,638,2025-02-15,2025-02-25,FedEx,TRK43605612,shipped
639,639,,,FedEx,TRK80387351,delivered
640,640,2025-02-17,2025-03-03,UPS,TRK92264903,delivered
641,641,,,FedEx,TRK05361205,cancelled
642,642,2024-01-11,,USPS,TRK24149732,delivered
643,643,2025-01-31,2025-02-07,Aramex,TRK59274408,delivered
644,644,2024-03-17,,Aramex,TRK10800394,delivered
645,645,2024-03-22,2024-04-03,FedEx,TRK27768757,delivered
646,646,2025-02-25,,DHL,TRK42117352,delivered
647,647,2024-10-28,2024-11-11,FedEx,TRK74669402,delivered
648,648,2023-11-08,2023-11-13,DHL,TRK79050934,delivered
649,649,2024-04-05,2024-04-16,UPS,TRK61192005,delivered
650,650,2024-06-07,2024-06-08,Aramex,TRK99401028,delivered
651,651,2024-01-19,2024-02-02,Aramex,TRK11584130,delivered
652,652,2024-03-25,2024-04-01,FedEx,TRK30165560,delivered
653,653,,,UPS,TRK40642373,delivered
654,654,2024-01-20,2024-01-28,FedEx,TRK19684511,delivered
655,655,2023-11-07,2023-11-19,USPS,TRK05099857,delivered
656,656,2025-05-06,,USPS,TRK94759799,delivered
657,657,2024-07-27,2024-08-08,DHL,TRK01540820,delivered
658,658,2023-10-05,,DHL,TRK78634960,delivered
659,659,,,DHL,TRK68688665,delivered
660,660,2025-07-01,2025-07-11,Aramex,TRK04507185,delivered
661,661,2025-02-20,2025-03-03,DHL,TRK61347183,delivered
662,662,2023-12-24,,DHL,TRK39003558,pending
663,663,2025-04-23,2025-04-26,Aramex,TRK71059026,shipped
664,664,2024-01-13,,Aramex,TRK75110147,delivered
665,665,2024-09-11,2024-09-18,USPS,TRK15668226,delivered
666,666,,,UPS,TRK23206839,delivered
667,667,,,USPS,TRK68264922,shipped
668,668,2023-11-03,2023-11-06,DHL,TRK07850191,delivered
669,669,2024-02-01,2024-02-10,UPS,TRK07710335,shipped
670,670,,,USPS,TRK09716840,delivered
671,671,2024-10-03,2024-10-13,UPS,TRK76317479,pending
672,672,2023-11-29,2023-12-03,UPS,TRK49845625,delivered
673,673,2025-07-08,2025-07-22,Aramex,TRK43074594,pending
674,674,,,Aramex,TRK18050211,delivered
675,675,,,USPS,TRK17921755,shipped
676,676,2024-03-18,2024-03-28,Aramex,TRK25075012,pending
677,677,,,UPS,TRK89860224,delivered
678,678,2025-07-16,2025-07-29,DHL,TRK80092743,shipped
679,679,2023-09-25,,DHL,TRK23336050,delivered
680,680,,,FedEx,TRK59619223,delivered
681,681,2024-07-24,2024-08-01,DHL,TRK03459956,shipped
682,682,2024-11-27,2024-12-09,FedEx,TRK13017390,shipped
683,683,2024-11-03,,DHL,TRK98586593,delivered
684,684,2025-01-30,,DHL,TRK76727382,shipped
685,685,2024-04-03,,USPS,TRK33145063,pending
686,686,2023-10-15,2023-10-25,FedEx,TRK57771851,delivered
687,687,2024-11-07,2024-11-11,USPS,TRK34862209,delivered
688,688,,,FedEx,TRK40937926,delivered
689,689,,,Aramex,TRK00256176,delivered
690,690,2024-06-03,2024-06-04,Aramex,TRK35924662,delivered
691,691,,,FedEx,TRK32647374,pending
692,692,2025-05-30,2025-06-09,UPS,TRK18262706,delivered
693,693,2023-11-20,2023-11-28,FedEx,TRK55240274,delivered
694,694,2024-04-29,,Aramex,TRK43931869,delivered
695,695,2023-12-27,2023-12-31,DHL,TRK84877909,delivered
696,696,2024-10-27,2024-11-09,FedEx,TRK28259087,delivered
697,697,2023-09-21,2023-10-03,Aramex,TRK26848541,delivered
698,698,2024-12-01,,FedEx,TRK67207872,shipped
699,699,2023-10-18,2023-10-28,Aramex,TRK87376058,delivered
700,700,2025-03-25,2025-03-27,DHL,TRK67705166,delivered
701,701,2025-08-31,2025-09-12,UPS,TRK10493613,delivered
702,702,2024-02-24,2024-03-04,FedEx,TRK83766089,pending
703,703,2024-02-12,2024-02-18,UPS,TRK33335668,delivered
704,704,2024-11-11,2024-11-15,DHL,TRK38278014,shipped
705,705,2024-05-07,2024-05-14,UPS,TRK10876843,delivered
706,706,2024-10-04,2024-10-09,UPS,TRK91690523,delivered
707,707,2025-09-13,2025-09-16,FedEx,TRK48660946,shipped
708,708,2025-06-08,2025-06-14,UPS,TRK30752355,shipped
709,709,2025-01-10,2025-01-23,Aramex,TRK91112318,delivered
710,710,2024-06-26,,Aramex,TRK66841630,shipped
711,711,,,USPS,TRK51576511,delivered
712,712,,,Aramex,TRK28661462,delivered
713,713,2024-03-15,2024-03-17,Aramex,TRK65330276,delivered
714,714,2023-10-25,,DHL,TRK26085840,delivered
715,715,2025-03-23,2025-03-25,DHL,TRK43920156,cancelled
716,716,,,DHL,TRK40636507,delivered
717,717,2025-05-20,2025-05-26,USPS,TRK84093729,delivered
718,718,2025-05-07,,DHL,TRK04603889,delivered
719,719,2024-09-07,2024-09-09,USPS,TRK43894779,delivered
720,720,2025-01-27,2025-02-02,UPS,TRK01065045,shipped
721,721,2023-11-12,2023-11-13,USPS,TRK36988218,shipped
722,722,,,DHL,TRK20952323,delivered
723,723,2025-03-19,2025-03-27,UPS,TRK83686868,shipped
724,724,2025-04-08,2025-04-16,UPS,TRK39503501,delivered
725,725,2024-10-15,,Aramex,TRK06188704,pending
726,726,2025-08-24,2025-08-26,DHL,TRK35267407,shipped
727,727,2025-01-08,2025-01-11,FedEx,TRK91354955,delivered
728,728,2025-07-13,2025-07-17,USPS,TRK32932104,delivered
729,729,2024-06-29,2024-07-09,DHL,TRK29598661,delivered
730,730,2024-11-27,2024-12-06,UPS,TRK78511213,shipped
731,731,2024-09-28,,USPS,TRK97791206,shipped
732,732,2023-11-19,2023-11-26,FedEx,TRK42668909,delivered
733,733,2024-07-03,2024-07-11,USPS,TRK15718384,delivered
734,734,2023-11-25,,USPS,TRK22422274,shipped
735,735,2024-04-26,2024-04-30,USPS,TRK50297513,delivered
736,736,2025-01-08,2025-01-19,FedEx,TRK46692770,delivered
737,737,2025-06-30,2025-07-07,Aramex,TRK99513228,pending
738,738,2024-01-17,2024-01-27,DHL,TRK88998211,shipped
739,739,2025-03-21,2025-03-31,DHL,TRK19823805,delivered
740,740,2023-10-23,2023-10-24,DHL,TRK85755221,delivered
741,741,2024-11-15,2024-11-20,Aramex,TRK73104622,delivered
742,742,,,Aramex,TRK85857768,delivered
743,743,2023-11-19,2023-11-24,USPS,TRK18848618,delivered
744,744,2024-06-15,2024-06-27,Aramex,TRK55078842,delivered
745,745,2025-01-19,2025-01-29,FedEx,TRK76611662,shipped
746,746,2025-05-05,2025-05-19,USPS,TRK18093047,pending
747,747,2024-02-08,2024-02-14,DHL,TRK17438938,delivered
748,748,,,UPS,TRK70709342,delivered
749,749,2024-01-31,2024-02-14,USPS,TRK42222272,delivered
750,750,2024-08-25,2024-09-05,Aramex,TRK08363516,cancelled
751,751,2024-07-19,2024-07-30,Aramex,TRK76691995,cancelled
752,752,2023-11-14,2023-11-28,Aramex,TRK81950711,shipped
753,753,2024-09-13,2024-09-22,DHL,TRK13598143,delivered
754,754,2024-04-15,2024-04-21,USPS,TRK10644008,shipped
755,755,,,UPS,TRK69471669,delivered
756,756,2025-01-29,2025-02-09,UPS,TRK79283743,delivered
757,757,2025-07-05,2025-07-18,Aramex,TRK24110682,delivered
758,758,2025-03-13,2025-03-17,DHL,TRK90080342,shipped
759,759,2024-08-08,2024-08-22,USPS,TRK96301769,delivered
760,760,2024-12-20,,USPS,TRK95474258,shipped
761,761,2024-10-17,2024-10-28,USPS,TRK82092452,delivered
762,762,2024-02-17,2024-02-21,DHL,TRK95719946,delivered
763,763,2024-08-22,2024-08-25,UPS,TRK50875922,delivered
764,764,2024-05-26,2024-05-30,DHL,TRK75376168,delivered
765,765,2023-09-17,2023-09-22,UPS,TRK70179759,delivered
766,766,2025-05-02,2025-05-14,FedEx,TRK67145856,delivered
767,767,2024-07-07,2024-07-16,Aramex,TRK42934870,delivered
768,768,2024-03-03,2024-03-10,Aramex,TRK17618410,delivered
769,769,2024-02-10,2024-02-21,UPS,TRK75281398,delivered
770,770,2024-11-14,2024-11-23,FedEx,TRK48446980,delivered
771,771,2025-03-31,2025-04-11,USPS,TRK32506949,delivered
772,772,2024-03-31,2024-04-02,UPS,TRK73149027,delivered
773,773,2023-11-13,2023-11-21,FedEx,TRK19553300,shipped
774,774,,,UPS,TRK38607470,delivered
775,775,2024-01-30,2024-02-13,Aramex,TRK26209242,delivered
776,776,2023-12-19,2023-12-29,Aramex,TRK53129083,delivered
777,777,2024-08-18,2024-08-28,DHL,TRK37617708,shipped
778,778,2023-12-01,2023-12-14,UPS,TRK48518001,shipped
779,779,2024-01-31,2024-02-01,USPS,TRK20974956,delivered
780,780,2025-06-06,,FedEx,TRK75481743,cancelled
781,781,2024-03-26,2024-04-02,USPS,TRK10634387,delivered
782,782,2025-01-23,,DHL,TRK05196963,delivered
783,783,2025-09-05,2025-09-18,Aramex,TRK06160116,shipped
784,784,2024-10-29,2024-11-10,Aramex,TRK17581777,delivered
785,785,2024-05-04,2024-05-10,DHL,TRK64271815,delivered
786,786,2024-07-22,2024-07-27,USPS,TRK05832706,shipped
787,787,2025-05-17,2025-05-27,Aramex,TRK13627078,delivered
788,788,2023-10-19,2023-10-22,USPS,TRK78971068,shipped
789,789,2025-03-08,2025-03-11,FedEx,TRK54136661,shipped
790,790,2024-06-22,2024-06-29,DHL,TRK03843486,delivered
791,791,2025-06-21,2025-07-01,Aramex,TRK36831649,delivered
792,792,2024-12-26,2025-01-01,UPS,TRK11819340,shipped
793,793,2024-02-28,2024-03-13,Aramex,TRK24225048,delivered
794,794,2024-02-26,2024-03-06,DHL,TRK94811203,delivered
795,795,2025-03-01,,USPS,TRK39766524,delivered
796,796,2024-10-17,2024-10-25,USPS,TRK26362862,delivered
797,797,2025-09-13,2025-09-14,Aramex,TRK48224516,delivered
798,798,2025-05-11,2025-05-20,DHL,TRK98156433,shipped
799,799,2024-08-09,2024-08-17,UPS,TRK80709274,delivered
800,800,2024-08-19,2024-08-26,USPS,TRK30893038,shipped
801,801,2024-01-25,2024-01-27,Aramex,TRK19091736,delivered
802,802,2024-04-01,,UPS,TRK96659720,pending
803,803,2025-06-01,2025-06-15,FedEx,TRK46261395,delivered
804,804,2024-07-20,2024-07-30,UPS,TRK90879600,shipped
805,805,2024-06-21,2024-07-04,DHL,TRK48557301,cancelled
806,806,2025-01-24,2025-02-07,USPS,TRK25962607,delivered
807,807,,,UPS,TRK64997581,delivered
808,808,2023-12-04,2023-12-16,USPS,TRK19092951,delivered
809,809,2025-07-07,2025-07-18,USPS,TRK75465953,delivered
810,810,2025-03-06,2025-03-13,Aramex,TRK07153183,delivered
811,811,2024-03-06,2024-03-08,FedEx,TRK79650282,delivered
812,812,2024-05-16,2024-05-17,USPS,TRK60407994,delivered
813,813,2023-10-10,,DHL,TRK19195223,delivered
814,814,2025-07-20,,UPS,TRK98359984,delivered
815,815,2024-01-12,2024-01-18,FedEx,TRK30797463,delivered
816,816,2025-04-08,,FedEx,TRK16983342,delivered
817,817,2023-10-11,,FedEx,TRK13453955,delivered
818,818,2024-02-15,2024-02-26,UPS,TRK16623750,delivered
819,819,2024-03-07,2024-03-17,FedEx,TRK06031658,delivered
820,820,2023-10-03,2023-10-09,DHL,TRK07557035,cancelled
821,821,2024-05-12,2024-05-14,USPS,TRK14289536,delivered
822,822,,,Aramex,TRK80304099,delivered
823,823,2025-04-14,2025-04-23,DHL,TRK49443384,delivered
824,824,2025-08-14,2025-08-26,UPS,TRK79380734,delivered
825,825,2024-04-17,,Aramex,TRK56483085,delivered
826,826,,,FedEx,TRK94116850,delivered
827,827,2023-12-17,2023-12-24,Aramex,TRK74095786,delivered
828,828,2023-11-25,,UPS,TRK86386483,delivered
829,829,2024-07-23,,UPS,TRK22890341,delivered
830,830,2024-03-14,2024-03-25,UPS,TRK71534795,shipped
831,831,2025-03-16,2025-03-27,USPS,TRK99600165,shipped
832,832,2025-04-09,2025-04-13,DHL,TRK52863072,shipped
833,833,2024-10-14,2024-10-17,USPS,TRK89207825,delivered
834,834,2025-01-17,2025-01-22,Aramex,TRK64288981,delivered
835,835,2025-07-27,2025-07-29,FedEx,TRK32152021,shipped
836,836,2024-10-24,2024-10-27,USPS,TRK69448412,delivered
837,837,2024-10-24,2024-10-31,FedEx,TRK47356942,delivered
838,838,2025-05-31,2025-06-03,DHL,TRK71641203,shipped
839,839,2024-07-25,2024-08-01,Aramex,TRK41415199,delivered
840,840,2024-05-29,2024-06-04,USPS,TRK40903702,delivered
841,841,2024-04-02,2024-04-03,FedEx,TRK62040905,delivered
842,842,2023-12-24,2024-01-07,FedEx,TRK10688423,delivered
843,843,2024-04-01,2024-04-09,USPS,TRK88876511,delivered
844,844,,,USPS,TRK87279972,shipped
845,845,2024-12-05,,DHL,TRK28047171,delivered
846,846,2025-01-14,2025-01-17,UPS,TRK35177941,shipped
847,847,2023-09-20,2023-09-23,FedEx,TRK01508596,delivered
848,848,,,UPS,TRK20708009,delivered
