shipping_sk,shipping_id,carrier,tracking_number,shipping_status,entry_date_key
571,571,USPS,TRK77936637,delivered,20250927
572,572,FedEx,TRK41066578,shipped,20250927
573,573,UPS,TRK67330101,delivered,20250927
574,574,DHL,TRK59403257,delivered,20250927
575,575,FedEx,TRK67954475,delivered,20250927
576,576,USPS,TRK25483403,delivered,20250927
577,577,UPS,TRK01934219,delivered,20250927
578,578,Aramex,TRK75350183,delivered,20250927
579,579,DHL,TRK82738843,delivered,20250927
580,580,UPS,TRK23315834,delivered,20250927
581,581,DHL,TRK70161105,delivered,20250927
582,582,UPS,TRK35248200,delivered,20250927
583,583,Aramex,TRK24194308,pending,20250927
584,584,DHL,TRK63610238,delivered,20250927
585,585,Aramex,TRK11488899,delivered,20250927
586,586,UPS,TRK32497573,shipped,20250927
587,587,Aramex,TRK96228952,pending,20250927
588,588,FedEx,TRK09081832,shipped,20250927
589,589,UPS,TRK53563382,delivered,20250927
590,590,UPS,TRK17026663,delivered,20250927
591,591,UPS,TRK90084101,delivered,20250927
592,592,Aramex,TRK29126412,shipped,20250927
593,593,FedEx,TRK28841089,delivered,20250927
594,594,Aramex,TRK18043027,shipped,20250927
595,595,FedEx,TRK44966576,delivered,20250927
596,596,FedEx,TRK95597641,delivered,20250927
597,597,UPS,TRK17003937,delivered,20250927
598,598,DHL,TRK95191456,delivered,20250927
599,599,UPS,TRK68678456,delivered,20250927
600,600,USPS,TRK88410211,delivered,20250927
601,601,UPS,TRK77556456,delivered,20250927
602,602,Aramex,TRK43037858,pending,20250927
603,603,USPS,TRK88703763,shipped,20250927
604,604,UPS,TRK99948069,delivered,20250927
605,605,Aramex,TRK49845780,delivered,20250927
606,606,Aramex,TRK28792052,delivered,20250927
607,607,USPS,TRK04865315,delivered,20250927
608,608,UPS,TRK79715776,delivered,20250927
609,609,Aramex,TRK19356636,delivered,20250927
610,610,USPS,TRK41471842,delivered,20250927
611,611,Aramex,TRK48284554,shipped,20250927
612,612,FedEx,TRK63621737,delivered,20250927
613,613,DHL,TRK98235509,delivered,20250927
614,614,DHL,TRK99136940,delivered,20250927
615,615,FedEx,TRK22493943,delivered,20250927
616,616,DHL,TRK70408679,delivered,20250927
617,617,Aramex,TRK27020070,pending,20250927
618,618,DHL,TRK13538362,delivered,20250927
619,619,UPS,TRK17211678,delivered,20250927
620,620,FedEx,TRK30063557,delivered,20250927
621,621,DHL,TRK17632630,delivered,20250927
622,622,FedEx,TRK53572447,shipped,20250927
623,623,FedEx,TRK67656978,delivered,20250927
624,624,Aramex,TRK16697609,delivered,20250927
625,625,Aramex,TRK59121359,shipped,20250927
626,626,FedEx,TRK06377099,delivered,20250927
627,627,FedEx,TRK54187520,cancelled,20250927
628,628,USPS,TRK98441856,delivered,20250927
629,629,Aramex,TRK26663797,delivered,20250927
630,630,DHL,TRK80004845,delivered,20250927
631,631,UPS,TRK47637900,delivered,20250927
632,632,USPS,TRK19150713,shipped,20250927
633,633,Aramex,TRK04416042,delivered,20250927
634,634,FedEx,TRK25546465,delivered,20250927
635,635,DHL,TRK68065399,delivered,20250927
636,636,DHL,TRK45317716,delivered,20250927
637,637,UPS,TRK35686515,shipped,20250927
638,638,FedEx,TRK43605612,shipped,20250927
639,639,FedEx,TRK80387351,delivered,20250927
640,640,UPS,TRK92264903,delivered,20250927
641,641,FedEx,TRK05361205,cancelled,20250927
642,642,USPS,TRK24149732,delivered,20250927
643,643,Aramex,TRK59274408,delivered,20250927
644,644,Aramex,TRK10800394,delivered,20250927
645,645,FedEx,TRK27768757,delivered,20250927
646,646,DHL,TRK42117352,delivered,20250927
647,647,FedEx,TRK74669402,delivered,20250927
648,648,DHL,TRK79050934,delivered,20250927
649,649,UPS,TRK61192005,delivered,20250927
650,650,Aramex,TRK99401028,delivered,20250927
651,651,Aramex,TRK11584130,delivered,20250927
652,652,FedEx,TRK30165560,delivered,20250927
653,653,UPS,TRK40642373,delivered,20250927
654,654,FedEx,TRK19684511,delivered,20250927
655,655,USPS,TRK05099857,delivered,20250927
656,656,USPS,TRK94759799,delivered,20250927
657,657,DHL,TRK01540820,delivered,20250927
658,658,DHL,TRK78634960,delivered,20250927
659,659,DHL,TRK68688665,delivered,20250927
660,660,Aramex,TRK04507185,delivered,20250927
661,661,DHL,TRK61347183,delivered,20250927
662,662,DHL,TRK39003558,pending,20250927
663,663,Aramex,TRK71059026,shipped,20250927
664,664,Aramex,TRK75110147,delivered,20250927
665,665,USPS,TRK15668226,delivered,20250927
666,666,UPS,TRK23206839,delivered,20250927
667,667,USPS,TRK68264922,shipped,20250927
668,668,DHL,TRK07850191,delivered,20250927
669,669,UPS,TRK07710335,shipped,20250927
670,670,USPS,TRK09716840,delivered,20250927
671,671,UPS,TRK76317479,pending,20250927
672,672,UPS,TRK49845625,delivered,20250927
673,673,Aramex,TRK43074594,pending,20250927
674,674,Aramex,TRK18050211,delivered,20250927
675,675,USPS,TRK17921755,shipped,20250927
676,676,Aramex,TRK25075012,pending,20250927
677,677,UPS,TRK89860224,delivered,20250927
678,678,DHL,TRK80092743,shipped,20250927
679,679,DHL,TRK23336050,delivered,20250927
680,680,FedEx,TRK59619223,delivered,20250927
681,681,DHL,TRK03459956,shipped,20250927
682,682,FedEx,TRK13017390,shipped,20250927
683,683,DHL,TRK98586593,delivered,20250927
684,684,DHL,TRK76727382,shipped,20250927
685,685,USPS,TRK33145063,pending,20250927
686,686,FedEx,TRK57771851,delivered,20250927
687,687,USPS,TRK34862209,delivered,20250927
688,688,FedEx,TRK40937926,delivered,20250927
689,689,Aramex,TRK00256176,delivered,20250927
690,690,Aramex,TRK35924662,delivered,20250927
691,691,FedEx,TRK32647374,pending,20250927
692,692,UPS,TRK18262706,delivered,20250927
693,693,FedEx,TRK55240274,delivered,20250927
694,694,Aramex,TRK43931869,delivered,20250927
695,695,DHL,TRK84877909,delivered,20250927
696,696,FedEx,TRK28259087,delivered,20250927
697,697,Aramex,TRK26848541,delivered,20250927
698,698,FedEx,TRK67207872,shipped,20250927
699,699,Aramex,TRK87376058,delivered,20250927
700,700,DHL,TRK67705166,delivered,20250927
701,701,UPS,TRK10493613,delivered,20250927
702,702,FedEx,TRK83766089,pending,20250927
703,703,UPS,TRK33335668,delivered,20250927
704,704,DHL,TRK38278014,shipped,20250927
705,705,UPS,TRK10876843,delivered,20250927
706,706,UPS,TRK91690523,delivered,20250927
707,707,FedEx,TRK48660946,shipped,20250927
708,708,UPS,TRK30752355,shipped,20250927
709,709,Aramex,TRK91112318,delivered,20250927
710,710,Aramex,TRK66841630,shipped,20250927
711,711,USPS,TRK51576511,delivered,20250927
712,712,Aramex,TRK28661462,delivered,20250927
713,713,Aramex,TRK65330276,delivered,20250927
714,714,DHL,TRK26085840,delivered,20250927
715,715,DHL,TRK43920156,cancelled,20250927
716,716,DHL,TRK40636507,delivered,20250927
717,717,USPS,TRK84093729,delivered,20250927
718,718,DHL,TRK04603889,delivered,20250927
719,719,USPS,TRK43894779,delivered,20250927
720,720,UPS,TRK01065045,shipped,20250927
721,721,USPS,TRK36988218,shipped,20250927
722,722,DHL,TRK20952323,delivered,20250927
723,723,UPS,TRK83686868,shipped,20250927
724,724,UPS,TRK39503501,delivered,20250927
725,725,Aramex,TRK06188704,pending,20250927
726,726,DHL,TRK35267407,shipped,20250927
727,727,FedEx,TRK91354955,delivered,20250927
728,728,USPS,TRK32932104,delivered,20250927
729,729,DHL,TRK29598661,delivered,20250927
730,730,UPS,TRK78511213,shipped,20250927
731,731,USPS,TRK97791206,shipped,20250927
732,732,FedEx,TRK42668909,delivered,20250927
733,733,USPS,TRK15718384,delivered,20250927
734,734,USPS,TRK22422274,shipped,20250927
735,735,USPS,TRK50297513,delivered,20250927
736,736,FedEx,TRK46692770,delivered,20250927
737,737,Aramex,TRK99513228,pending,20250927
738,738,DHL,TRK88998211,shipped,20250927
739,739,DHL,TRK19823805,delivered,20250927
740,740,DHL,TRK85755221,delivered,20250927
741,741,Aramex,TRK73104622,delivered,20250927
742,742,Aramex,TRK85857768,delivered,20250927
743,743,USPS,TRK18848618,delivered,20250927
744,744,Aramex,TRK55078842,delivered,20250927
745,745,FedEx,TRK76611662,shipped,20250927
746,746,USPS,TRK18093047,pending,20250927
747,747,DHL,TRK17438938,delivered,20250927
748,748,UPS,TRK70709342,delivered,20250927
749,749,USPS,TRK42222272,delivered,20250927
750,750,Aramex,TRK08363516,cancelled,20250927
751,751,Aramex,TRK76691995,cancelled,20250927
752,752,Aramex,TRK81950711,shipped,20250927
753,753,DHL,TRK13598143,delivered,20250927
754,754,USPS,TRK10644008,shipped,20250927
755,755,UPS,TRK69471669,delivered,20250927
756,756,UPS,TRK79283743,delivered,20250927
757,757,Aramex,TRK24110682,delivered,20250927
758,758,DHL,TRK90080342,shipped,20250927
759,759,USPS,TRK96301769,delivered,20250927
760,760,USPS,TRK95474258,shipped,20250927
761,761,USPS,TRK82092452,delivered,20250927
762,762,DHL,TRK95719946,delivered,20250927
763,763,UPS,TRK50875922,delivered,20250927
764,764,DHL,TRK75376168,delivered,20250927
765,765,UPS,TRK70179759,delivered,20250927
766,766,FedEx,TRK67145856,delivered,20250927
767,767,Aramex,TRK42934870,delivered,20250927
768,768,Aramex,TRK17618410,delivered,20250927
769,769,UPS,TRK75281398,delivered,20250927
770,770,FedEx,TRK48446980,delivered,20250927
771,771,USPS,TRK32506949,delivered,20250927
772,772,UPS,TRK73149027,delivered,20250927
773,773,FedEx,TRK19553300,shipped,20250927
774,774,UPS,TRK38607470,delivered,20250927
775,775,Aramex,TRK26209242,delivered,20250927
776,776,Aramex,TRK53129083,delivered,20250927
777,777,DHL,TRK37617708,shipped,20250927
778,778,UPS,TRK48518001,shipped,20250927
779,779,USPS,TRK20974956,delivered,20250927
780,780,FedEx,TRK75481743,cancelled,20250927
781,781,USPS,TRK10634387,delivered,20250927
782,782,DHL,TRK05196963,delivered,20250927
783,783,Aramex,TRK06160116,shipped,20250927
784,784,Aramex,TRK17581777,delivered,20250927
785,785,DHL,TRK64271815,delivered,20250927
786,786,USPS,TRK05832706,shipped,20250927
787,787,Aramex,TRK13627078,delivered,20250927
788,788,USPS,TRK78971068,shipped,20250927
789,789,FedEx,TRK54136661,shipped,20250927
790,790,DHL,TRK03843486,delivered,20250927
791,791,Aramex,TRK36831649,delivered,20250927
792,792,UPS,TRK11819340,shipped,20250927
793,793,Aramex,TRK24225048,delivered,20250927
794,794,DHL,TRK94811203,delivered,20250927
795,795,USPS,TRK39766524,delivered,20250927
796,796,USPS,TRK26362862,delivered,20250927
797,797,Aramex,TRK48224516,delivered,20250927
798,798,DHL,TRK98156433,shipped,20250927
799,799,UPS,TRK80709274,delivered,20250927
800,800,USPS,TRK30893038,shipped,20250927
801,801,Aramex,TRK19091736,delivered,20250927
802,802,UPS,TRK96659720,pending,20250927
803,803,FedEx,TRK46261395,delivered,20250927
804,804,UPS,TRK90879600,shipped,20250927
805,805,DHL,TRK48557301,cancelled,20250927
806,806,USPS,TRK25962607,delivered,20250927
807,807,UPS,TRK64997581,delivered,20250927
808,808,USPS,TRK19092951,delivered,20250927
809,809,USPS,TRK75465953,delivered,20250927
810,810,Aramex,TRK07153183,delivered,20250927
811,811,FedEx,TRK79650282,delivered,20250927
812,812,USPS,TRK60407994,delivered,20250927
813,813,DHL,TRK19195223,delivered,20250927
814,814,UPS,TRK98359984,delivered,20250927
815,815,FedEx,TRK30797463,delivered,20250927
816,816,FedEx,TRK16983342,delivered,20250927
817,817,FedEx,TRK13453955,delivered,20250927
818,818,UPS,TRK16623750,delivered,20250927
819,819,FedEx,TRK06031658,delivered,20250927
820,820,DHL,TRK07557035,cancelled,20250927
821,821,USPS,TRK14289536,delivered,20250927
822,822,Aramex,TRK80304099,delivered,20250927
823,823,DHL,TRK49443384,delivered,20250927
824,824,UPS,TRK79380734,delivered,20250927
825,825,Aramex,TRK56483085,delivered,20250927
826,826,FedEx,TRK94116850,delivered,20250927
827,827,Aramex,TRK74095786,delivered,20250927
828,828,UPS,TRK86386483,delivered,20250927
829,829,UPS,TRK22890341,delivered,20250927
830,830,UPS,TRK71534795,shipped,20250927
831,831,USPS,TRK99600165,shipped,20250927
832,832,DHL,TRK52863072,shipped,20250927
833,833,USPS,TRK89207825,delivered,20250927
834,834,Aramex,TRK64288981,delivered,20250927
835,835,FedEx,TRK32152021,shipped,20250927
836,836,USPS,TRK69448412,delivered,20250927
837,837,FedEx,TRK47356942,delivered,20250927
838,838,DHL,TRK71641203,shipped,20250927
839,839,Aramex,TRK41415199,delivered,20250927
840,840,USPS,TRK40903702,delivered,20250927
841,841,FedEx,TRK62040905,delivered,20250927
842,842,FedEx,TRK10688423,delivered,20250927
843,843,USPS,TRK88876511,delivered,20250927
844,844,USPS,TRK87279972,shipped,20250927
845,845,DHL,TRK28047171,delivered,20250927
846,846,UPS,TRK35177941,shipped,20250927
847,847,FedEx,TRK01508596,delivered,20250927
848,848,UPS,TRK20708009,delivered,20250927
849,849,FedEx,TRK61859048,delivered,20250927
850,850,FedEx,TRK21952436,delivered,20250927
851,851,DHL,TRK84697306,delivered,20250927
852,852,USPS,TRK45090101,shipped,20250927
853,853,FedEx,TRK95206476,delivered,20250927
854,854,USPS,TRK62344133,cancelled,20250927
855,855,Aramex,TRK95622842,shipped,20250927
856,856,DHL,TRK77468847,shipped,20250927
857,857,FedEx,TRK38103198,delivered,20250927
858,858,FedEx,TRK25819709,delivered,20250927
859,859,Aramex,TRK40440573,cancelled,20250927
860,860,UPS,TRK07556383,shipped,20250927
861,861,FedEx,TRK90768468,shipped,20250927
862,862,DHL,TRK98010223,delivered,20250927
863,863,DHL,TRK85733497,delivered,20250927
864,864,UPS,TRK13973934,delivered,20250927
865,865,DHL,TRK26167749,delivered,20250927
866,866,DHL,TRK53027580,delivered,20250927
867,867,UPS,TRK71650431,delivered,20250927
868,868,DHL,TRK42682874,delivered,20250927
869,869,DHL,TRK62622689,delivered,20250927
870,870,Aramex,TRK59117957,delivered,20250927
871,871,UPS,TRK72124032,delivered,20250927
872,872,FedEx,TRK20643286,delivered,20250927
873,873,UPS,TRK61702824,cancelled,20250927
874,874,DHL,TRK88955238,delivered,20250927
875,875,USPS,TRK86474030,delivered,20250927
876,876,FedEx,TRK62213744,delivered,20250927
877,877,USPS,TRK14438046,delivered,20250927
878,878,FedEx,TRK37555066,delivered,20250927
879,879,UPS,TRK45770712,delivered,20250927
880,880,USPS,TRK37630112,delivered,20250927
881,881,FedEx,TRK25680958,delivered,20250927
882,882,DHL,TRK54003803,shipped,20250927
883,883,UPS,TRK85495182,shipped,20250927
884,884,UPS,TRK19261875,delivered,20250927
885,885,Aramex,TRK86750575,shipped,20250927
886,886,FedEx,TRK77939561,delivered,20250927
887,887,FedEx,TRK18890413,delivered,20250927
888,888,Aramex,TRK27904806,cancelled,20250927
889,889,DHL,TRK73737857,delivered,20250927
890,890,FedEx,TRK80004545,delivered,20250927
891,891,FedEx,TRK13101290,delivered,20250927
892,892,Aramex,TRK74113127,delivered,20250927
893,893,DHL,TRK31850959,delivered,20250927
894,894,USPS,TRK25030407,delivered,20250927
895,895,USPS,TRK85464067,delivered,20250927
896,896,Aramex,TRK37545033,delivered,20250927
897,897,Aramex,TRK76444388,delivered,20250927
898,898,DHL,TRK09650905,delivered,20250927
899,899,DHL,TRK71804493,delivered,20250927
900,900,USPS,TRK37951143,delivered,20250927
901,901,Aramex,TRK29051227,delivered,20250927
902,902,DHL,TRK10664469,shipped,20250927
903,903,Aramex,TRK05567696,delivered,20250927
904,904,DHL,TRK81064121,delivered,20250927
905,905,Aramex,TRK61933670,delivered,20250927
906,906,UPS,TRK13607583,delivered,20250927
907,907,DHL,TRK33316570,delivered,20250927
908,908,Aramex,TRK98599156,shipped,20250927
909,909,FedEx,TRK65733071,delivered,20250927
910,910,UPS,TRK13063088,delivered,20250927
911,911,FedEx,TRK35530726,shipped,20250927
912,912,USPS,TRK16469756,shipped,20250927
913,913,Aramex,TRK11340362,pending,20250927
914,914,FedEx,TRK00432614,delivered,20250927
915,915,DHL,TRK91395163,delivered,20250927
916,916,DHL,TRK36069066,delivered,20250927
917,917,Aramex,TRK02543593,delivered,20250927
918,918,FedEx,TRK80131958,delivered,20250927
919,919,FedEx,TRK53876224,delivered,20250927
920,920,FedEx,TRK12534587,delivered,20250927
921,921,DHL,TRK30716893,delivered,20250927
922,922,FedEx,TRK36247020,delivered,20250927
923,923,DHL,TRK15800558,delivered,20250927
924,924,USPS,TRK45714185,delivered,20250927
925,925,Aramex,TRK28679690,delivered,20250927
926,926,USPS,TRK34331278,shipped,20250927
927,927,Aramex,TRK37644178,shipped,20250927
928,928,USPS,TRK43324935,cancelled,20250927
929,929,DHL,TRK74838320,shipped,20250927
930,930,Aramex,TRK71732454,shipped,20250927
931,931,DHL,TRK23538400,delivered,20250927
932,932,Aramex,TRK81082865,shipped,20250927
933,933,USPS,TRK16355190,delivered,20250927
934,934,USPS,TRK86117245,shipped,20250927
935,935,DHL,TRK95723348,shipped,20250927
936,936,DHL,TRK99899496,delivered,20250927
937,937,FedEx,TRK75099329,delivered,20250927
938,938,USPS,TRK11476024,cancelled,20250927
939,939,UPS,TRK84050901,delivered,20250927
940,940,FedEx,TRK26417412,delivered,20250927
941,941,Aramex,TRK42698860,pending,20250927
942,942,UPS,TRK52205299,delivered,20250927
943,943,FedEx,TRK24292833,delivered,20250927
944,944,DHL,TRK93737918,shipped,20250927
945,945,DHL,TRK64325069,delivered,20250927
946,946,Aramex,TRK66166478,delivered,20250927
947,947,DHL,TRK41207099,delivered,20250927
948,948,DHL,TRK16668183,delivered,20250927
949,949,DHL,TRK17569358,delivered,20250927
950,950,UPS,TRK51888121,shipped,20250927
951,951,Aramex,TRK02237441,delivered,20250927
952,952,FedEx,TRK62140652,cancelled,20250927
953,953,FedEx,TRK58530072,delivered,20250927
954,954,DHL,TRK17609854,delivered,20250927
955,955,FedEx,TRK12211070,delivered,20250927
956,956,DHL,TRK39340374,delivered,20250927
957,957,FedEx,TRK25476800,delivered,20250927
958,958,Aramex,TRK83660861,delivered,20250927
959,959,FedEx,TRK85655281,pending,20250927
960,960,UPS,TRK21021835,delivered,20250927
961,961,DHL,TRK17901860,shipped,20250927
962,962,FedEx,TRK37504893,shipped,20250927
963,963,USPS,TRK03388081,delivered,20250927
964,964,UPS,TRK21620076,delivered,20250927
965,965,USPS,TRK63767919,delivered,20250927
966,966,UPS,TRK11517185,shipped,20250927
967,967,UPS,TRK18676173,delivered,20250927
968,968,UPS,TRK85939225,delivered,20250927
969,969,DHL,TRK28606823,pending,20250927
970,970,USPS,TRK99812723,delivered,20250927
971,971,Aramex,TRK78836835,shipped,20250927
972,972,DHL,TRK50775935,shipped,20250927
973,973,UPS,TRK80156307,delivered,20250927
974,974,DHL,TRK26322614,pending,20250927
975,975,DHL,TRK48467065,shipped,20250927
976,976,UPS,TRK27554826,delivered,20250927
977,977,DHL,TRK75634676,delivered,20250927
978,978,Aramex,TRK20881150,delivered,20250927
979,979,USPS,TRK93124183,delivered,20250927
980,980,USPS,TRK30640036,delivered,20250927
981,981,USPS,TRK25535619,delivered,20250927
982,982,Aramex,TRK78411025,delivered,20250927
983,983,DHL,TRK20607846,shipped,20250927
984,984,DHL,TRK33366121,delivered,20250927
985,985,USPS,TRK85107875,delivered,20250927
